sentence1,sentence2,similarity,predicted_similarity
A boy is filling a pitcher with water,A woman is emptying the water from a mug,0.36,0.4583333333333333
The machine is shaving the end of a pencil,A pencil is being sharpened,0.86,0.4444444444444445
A little girl is playing the violin on a beach,The girl is sitting on the sofa and crocheting,0.38,0.3703703703703704
Black and white cows grazing in a pen.,Two black and white cows drinking out of a pond.,0.32,0.5454545454545454
A man is taking pictures of a lake,The man is setting up the camera and takes pictures of the sunset at the beach,0.76,0.5454545454545454
A woman plays the flute.,A woman is playing the flute.,1.0,1.0
HRW: Jordan turning away Palestinian refugees from Syria,Report: Jordan biased over Palestinians from Syria,0.44,0.5555555555555556
A man breaks cinder blocks on another man.,A woman breaks an egg into a pan.,0.16,0.4
A woman is filing her nails.,A man is peeling a carrot.,0.0,0.11111111111111112
A man in a black suit is surfing along a crashing wave.,A surfer wearing a black wet suit is riding a a white wave in the ocean.,0.92,0.5833333333333333
A small boy is standing in the forest,A small boy is sitting in the forest,0.7,0.8333333333333334
A woman is riding a horse,A man is opening a package that contains headphones,0.22,0.25
A light brown dog is running in the water,A tan dog is splashing in the water on the bank of a river,0.78,0.5606060606060607
Algeria Mounts Military Operation to Rescue Al Qaeda Hostages,Algeria mulls international force for hostages,0.44,0.38461538461538464
A little girl is playing the violin on a beach,The violin is being played by a little girl on a beach,0.96,1.0
A biker is riding along the top of a fence,The biker is riding along the top of a fence,0.98,0.8
"Sure, I've  done this very trip.",I've done this many dozens of times.,0.6000000000000001,0.26666666666666666
"A person with a back pack, who is topless, is in front of a pile of rocks and clouds are in the background",The man is standing on a rocky mountain and gray clouds are in the background,0.72,0.5833333333333334
The black bird is not sitting in a leafless tree,A black bird is sitting on a dead tree,0.76,0.8666666666666666
Three dogs are resting on a sidewalk,The woman with a knife is slicing a pepper,0.2,0.0
A man is riding a rodeo bull,A man is riding a mechanical bull,0.78,0.75
A black dog is running in the grass and its tongue is hanging out,A black dog is hanging out in the grass and running with its tongue out,0.92,1.0
One person wields an umbrella.,One person is holding an umbrella.,0.8800000000000001,0.875
Neymar powers Brazil into last 16,Neymar powers Brazil into World Cup last 16,0.8800000000000001,0.6666666666666666
The woman is playing an electric guitar,The woman is not playing an electric guitar,0.64,1.0
A young girl is standing on one leg,A young girl is dancing,0.54,0.5833333333333334
A guitar is being played by a man,A man is playing a guitar,0.96,1.0
A great dog is climbing a steep hill,A great dog is getting down a steep hill,0.72,0.8666666666666666
The man with brown hair is not wearing sunglasses and is not sitting at a table with cans of soda and other drinks,The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,0.6599999999999999,1.0
Three children wrestle on a floral carpet.,Three children playing on the floor.,0.76,0.5185185185185186
The woman is taking up and holding a baby kangaroo,The woman is picking up and holding a baby kangaroo,0.8800000000000001,1.0
Two men pushed carts through the woods.,Two men are pushing carts.,0.7000000000000001,0.888888888888889
A man is skiing down a snowy mountain,A man is skiing down a snowy hill,0.82,0.8333333333333334
A man is standing in the middle of a gym and is wearing a jersey,A man is standing in a gym and is wearing a jersey,0.92,0.9393939393939394
A man is sprinkling seasoning on several sliced and buttered loaves of bread,A person is sprinkling seasoning on several sliced and buttered loaves of bread,0.8800000000000001,0.9375
Nobody is brushing a cat,A person is combing the fur of a cat,0.74,0.47619047619047616
I don't think that there's any.,I don't think there is any universal term.,0.6000000000000001,0.5
A large green ball is hitting a potato,A big green ball is missing a potato,0.6799999999999999,0.8666666666666666
A person is quickly cutting mushrooms with a knife,A person is quickly chopping mushrooms with a knife,0.98,0.9
Two young boys are wearing hats and sticking their colored tongues out,Two young girls are wearing hats and sticking their colored tongues out,0.72,0.875
Bomber strikes near Pakistan army HQ,Bombing Outside Restaurant in Pakistan Wounds 15,0.6000000000000001,0.27777777777777773
A man is slicing a fish,A fish is being sliced by a man,0.98,1.0
A black and white dog is jumping for a ball,A dog is standing on one leg and is waiting for a soccer ball,0.62,0.5000000000000001
A young child is running down a gravel road that is covered with dead leaves,A young child is running outside over the fallen leaves,0.82,0.6666666666666666
The runners are racing around a track,Runners are competing in a race,0.85,0.6666666666666667
The dog plays in the park.,The dog leaps over the fence in the park.,0.6400000000000001,0.6666666666666667
The man is pouring some oil on the tomatoes,One person pours oil on a few tomatoes,0.86,0.7777777777777778
The man is dancing,A woman is dancing,0.7,0.6666666666666666
A woman is picking a can,A woman is taking a can,0.8,0.75
A man is playing the drums,A man is playing the guitar,0.74,0.8333333333333334
A women painting a chair with a dining room in the background.,A man and boy walking along a beach with the sea in the background.,0.0,0.20512820512820512
A woman is wearing an Egyptian hat on her head,A woman is wearing an Egyptian headdress,0.86,0.7777777777777778
A man is opening a box with a knife,There is no man playing a guitar,0.2,0.380952380952381
The family is posing by a mantel and a Christmas tree,A family is posing by the mantel and the Christmas tree,1.0,1.0
Hassan Rouhani wins Iran's presidential election,Maduro wins Venezuelan presidential vote,0.04,0.41666666666666663
The yard has a dog.,The dog is running after another dog.,0.32,0.33333333333333326
A boy skateboards down the railing of some graffiti stairs,A skateboarder slides down a handrail on his feet.,0.52,0.3703703703703704
One man is wearing a black helmet and pushing a bicycle,A man is pushing a helmet towards another one on a black bicycle,0.6799999999999999,0.9
I'm afraid we are out of luck in this one.,I think this is one of those things where you are just out of luck.,1.0,0.7142857142857144
A young pitcher is throwing the baseball.,A brown dog is walking on the grass beside a fence.,0.0,0.06666666666666667
A boy is mowing the lawn,A man is mowing grass,0.76,0.5
The man is pouring oil on a few tomatoes,Few men like pouring tomato oil,0.78,0.9259259259259259
A woman is driving a car and is talking to the man who is seated beside her,The woman and the man are travelling by automobile,0.8400000000000001,0.6363636363636364
A cyclist is biking in a snowy forest in the dark,A cyclist is biking in a snowy forest at night,0.94,1.0
Several swimmers jump into the water.,Swimmers are racing in a lake.,0.35,0.5238095238095238
A man is standing on a dirt hill next to a black jeep,A man is standing on a dirt hill next to a black car,0.86,0.9285714285714286
A cat is walking on a hardwood floor,A baby is toddling happily,0.24,0.14285714285714285
Three boys in karate uniform are sparring,Three men are practicing karate in a field,0.6799999999999999,0.5666666666666667
A woman is playing an electric guitar,A kid is playing guitar,0.6,0.6666666666666667
People in costumes are sitting in the street,People in costumes are walking around in the street,0.54,0.7407407407407408
"""We put a lot of effort and energy into improving our patching process, probably later than we should have and now we're just gaining incredible speed.","""We've put a lot of effort and energy into improving our patching progress, probably later than we should have.",0.75,0.7681159420289856
"Mr Eddington warned yesterday that the future of the airline was ""in the hands of the negotiators"".","""The future of BA is in the hands of the negotiators,"" Eddington told British Broadcasting Corp. television on Sunday.",0.68,0.42028985507246375
There is no man cutting an onion,A man is cutting an onion,0.72,1.0
