,id,s1,s2,score,BERT
6718,sts_train_664,A man is eating a banana.,Someone is peeling a banana.,0.36,0.6233430504798889
6719,sick_train_6893,A woman is boiling noodles in water,A person is boiling noodles,0.86,0.9070432782173156
6720,sts_train_4722,Israel green-lights 1500 settler homes,"Israel unveils 1,800 more settler homes",0.6400000000000001,0.615727424621582
6721,sts_train_3894,Libyan government retakes Tripoli airport,Libyan militia takes control of Tripoli airport,0.6400000000000001,0.6056901812553406
6722,sts_train_3670,if india blames foreign militants it is part of its propaganda to mislead the international community. ,abe urged more assertive foreign policy for japan and the international community.,0.24,0.3229087293148041
6723,sick_train_3064,A kid is sitting wearing swim gear,A young swimmer is standing in a bathing suit and waiting for the next race,0.6799999999999999,0.6989189386367798
6724,sick_train_4201,A man is driving a car,A car is being driven by a man,0.96,1.05709969997406
6725,sick_train_731,A small boy in a yellow shirt is laughing on the beach,The little boy is wearing a yellow tank top and is laughing,0.76,0.7646421790122986
6726,sts_train_4138,Microsoft's Surface a big bet on future: Analysts,"Microsoft's Surface tablet promising, but questions remain",0.76,0.7336795926094055
6727,sick_train_2993,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt,0.7,0.8523513674736023
6728,sts_train_4983,Aso refuses to resign over Nazi comments,Spanish PM refuses to resign over corruption scandal,0.04,0.1045994460582733
6729,sick_train_2387,A yellow dog is running down a sandy path,A dog is running,0.82,0.80247962474823
6730,sts_train_1560,two girls holding up a scary movie flyer,Two girls holding sacks are standing in a field.,0.2799999999999999,0.4138085544109344
6731,sts_train_2226,That would make you partially responsible for their death.,"That would make you a sort of accessory, I think.",0.6000000000000001,0.7219418883323669
6732,sick_train_3686,People are not riding and paddling a raft,People are riding and paddling a raft,0.72,0.7399551868438721
6733,sts_train_4070,Egypt presidential election May 23-24,US presidential election 2012,0.12,0.1711233556270599
6734,sts_train_1926,A young men jumps off rocks into a lake.,A young man in red swimming trunks jumped off a large rock into the water.,0.8,0.7043947577476501
6735,sick_train_4693,The children of a family are patiently playing and waiting,The children of a family are playing and waiting,0.9,0.8617967963218689
6736,sts_train_4555,Mother arrested on suspicion of manslaughter after dog kills daughter,Man arrested on suspicion of murder after stabbing in Suffolk,0.36,0.3443790972232818
6737,sick_train_1405,A woman is cutting potatoes,A woman is slicing carrots,0.72,0.5607210397720337
6738,sick_train_6195,Three boys are jumping off a platform,Nobody is jumping off a platform,0.76,0.7935482263565063
6739,sick_train_3320,The blonde girl with the pink top is happily smiling and wearing funny glasses with a large nose attached,A little girl is smiling and wearing a fake nose and glasses,0.82,0.7886087894439697
6740,sts_train_2112,Double Jeopardy actually enforces a jury nullification.,As far as legality goes I can use jury nullification.,0.44,0.4539523124694824
6741,sick_train_3831,The man is standing in a body of water near a waterfall,A woman is standing in the water at the base of a waterfall,0.64,0.6083025336265564
6742,sts_train_353,A woman peels an apple.,A man pops wheelies on a motorcycle.,0.0,0.0329517349600791
6743,sts_train_1561,Three boys are running on the beach playing a game.,Two young boys and one young man run on a beach with water behind them.,0.6400000000000001,0.5869280695915222
6744,sick_train_2686,The singer is leaving the band,The band is singing ,0.58,0.5251296162605286
6745,sts_train_3345,"The witness, a 27-year-old Kosovan parking attendant with criminal convictions for dishonesty, was paid 10,000 by the News of the World.","The witness was a 27-year-old Kosovan parking attendant, who was paid by the News of the World, the court heard.",0.7250000000000001,0.715608537197113
6746,sts_train_2563,"""It's going to happen,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","""That really affects the companies, big time,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.",0.3,0.3592920303344726
6747,sick_train_2337,A child is running in and out of the ocean waves,The young boy is not running through the ocean waves,0.72,0.7979612946510315
6748,sick_train_6536,A little cat is drinking fresh milk,The milk is being drunk by a cat,0.8400000000000001,0.8085428476333618
6749,sts_train_3732,korobeynichev's laboratory worked with the u.s. lawrence livermore national laboratory. ,korobeynichev's laboratory worked with other scientific institutes.,0.6400000000000001,0.6129265427589417
6750,sts_train_4977,Snowden Hits Hurdles in Search for Asylum,Snowden's hits hurdles in search for asylum,1.0,1.105351448059082
6751,sts_train_4528,Malaysia detains Australian senator at airport,Malaysia detains Australian lawmaker at airport,0.8,0.7980666160583496
6752,sts_train_3046,"In 2006, the group says the market will rebound 29.6 percent to $21.3 billion in sales.","In 2006, Asia Pacific will report growth of 7.9 percent to $81.8 billion.",0.4,0.4184677302837372
6753,sick_train_4376,The boy is cutting the grass by the curb with scissors,A boy is cutting grass with scissors,0.92,0.9116622805595398
6754,sts_train_4552,Suicide Bomber Kills 14 at Afghan Province Council,Suicide Bomber Kills 11 in Afghanistan,0.48,0.4907492995262146
6755,sick_train_3353,The woman is not wearing glasses or a headdress,A woman is wearing an Egyptian headdress,0.72,0.7780495285987854
6756,sts_train_625,A man is riding a motorcycle on the highway.,A man is riding a motorcycle.,0.7000000000000001,0.6893624663352966
6757,sts_train_3979,Syrian journalists killed in capital,US Marines killed in base attack,0.12,0.1572311669588089
6758,sick_train_30,Five people are standing with three dogs in the green field beside the road,Five people are standing with three dogs in the park beside the road,0.86,0.912266194820404
6759,sts_train_4118,"9 dead, 11 hurt, 4 missing in Mont Blanc avalanche","6 dead, several missing in Mont Blanc avalanche",0.48,0.3851056396961212
6760,sts_train_4092,Jonny Bairstow and Eoin Morgan shine for England in Mumbai,Bairstow hits ton in India tour match,0.36,0.4516368508338928
6761,sts_train_4093,How wind farm developers 'use camera tricks to make turbines look smaller than they really are',Wind farm developers using 'tricks' to make turbines look smaller,0.8800000000000001,0.8976059556007385
6762,sts_train_614,A boy whacks a man with a sword.,A boy spanks a man with a plastic sword.,0.6666000000000001,0.7194185256958008
6763,sick_train_3866,The man is standing on a rocky mountain and gray clouds are in the background,"The man is standing on a mountain, which is rocky, and gray clouds are in the background",0.94,0.8790050745010376
6764,sts_train_673,A man is playing a guitar.,A man in a hat is playing a harp.,0.2799999999999999,0.4256131052970886
6765,sick_train_6537,A man is jumping into an empty pool,A man is jumping into a full pool,0.6,0.6593770384788513
6766,sick_train_2705,The boy is cutting the grass by the curb with scissors,A kid is cutting grass with scissors,0.8800000000000001,0.918127715587616
6767,sts_train_336,A man is breaking water jugs.,A woman is peeling garlic.,0.04,0.1207317635416984
6768,sts_train_2761,The blasts killed two people and injured more than 150 others.,The Atlanta Olympic Games attack killed one woman and injured more than 100 other people.,0.36,0.3145979344844818
6769,sts_train_2955,The fines are part of failed Republican efforts to force or entice the Democrats to return.,"Perry said he backs the Senate's efforts, including the fines, to force the Democrats to return.",0.5599999999999999,0.6134729981422424
6770,sick_train_6255,A white dog with beige spots is running through a field,A white dog with beige spots is speeding through a field,0.94,0.9237821102142334
6771,sts_train_983,A baby is talking.,A boy is trying to say firetruck.,0.24,0.2363838851451873
6772,sick_train_312,A brown puppy is gnawing a metallic post that is stuck in the ground,A brown dog is gnawing a metallic post that is stuck in the ground,0.94,0.9083133339881896
6773,sts_train_5325,S Korea MPs to visit Kaesong complex,S. Korea demands talks with N. Korea on closed factory,0.2799999999999999,0.2653875648975372
6774,sts_train_3804,AOL says to sell 800 patents to Microsoft for $1.0 bn,AOL to sell 800 patents to Microsoft for $1 billion,0.96,0.984948754310608
6775,sick_train_296,A woman is slicing a carrot,There is no woman slicing a carrot,0.64,0.8695167899131775
6776,sick_train_5958,A woman is slicing a tomato,There is no woman peeling a potato,0.36,0.7291164994239807
6777,sick_train_6674,A man is pouring liquid into a pot,There is no man pouring liquid into a pot,0.74,0.7524737119674683
6778,sts_train_3389,"A few miles further east is Tehuacan, where corn may first have been domesticated 4,000 years ago.","A few miles west are the pyramids of Teotihuacan, where corn may first have been domesticated 4,000 years ago.",0.75,0.7323119044303894
6779,sick_train_947,A girl in a strange outfit is riding the bike,A bike is being ridden by a woman wearing paint and costume pieces on a busy street,0.78,0.7512082457542419
6780,sick_train_4809,A man doing a pose is being watched by another man,"A man in a shirt dyed purple is walking away from a man in a black shirt, who is serious",0.5599999999999999,0.5048174858093262
6781,sts_train_5040,Tehelka editor embroiled in sex assault scam,Tehelka editor steps down after allegations of sexual misconduct,0.8400000000000001,0.8070135712623596
6782,sts_train_3044,"One of the 14 Kurds pointed at the word ""refugee"" in an English/Turkish dictionary.","One man had brandished an English-Turkish dictionary and pointed to the word ""refugee"".",0.7000000000000001,0.6968392133712769
6783,sts_train_5491,Imran blames rival for colleague murder,Pakistans Imran blames rival for killing party member,0.8400000000000001,0.8642174601554871
6784,sick_train_2418,Four boys are kneeling next to each other in front of a ball,The young boys are not posing with a green soccer ball in a park,0.6,0.6751072406768799
6785,sick_train_1174,A band is playing on a stage,A band is playing onstage,1.0,1.053618550300598
6786,sick_train_1043,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs are racing furiously and have muzzles on the noses,0.76,0.7461018562316895
6787,sick_train_2654,A flute is being played by a girl,A flute is being put away by a girl,0.62,0.7037674188613892
